Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
13;110;=AVERAGE($B$13327:$B$13328);3.958;Average;ScalarPlusMultiplier
14;100;=AVERAGE($B$13328:$B$13329);3.958;Average;ScalarPlusMultiplier
15;110;=AVERAGE($B$13329:$B$13330);3.918;Average;ScalarPlusMultiplier
16;100;=AVERAGE($B$13330:$B$13331);3.918;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13331:$B$13332);3.918;Average;ScalarPlusMultiplier
18;90;=AVERAGE($B$13332:$B$13333);3.957;Average;ScalarPlusMultiplier
19;110;=AVERAGE($B$13333:$B$13334);3.918;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13334:$B$13335);3.918;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;80;80;4.080;Average;ScalarPlusMultiplier
2;100;=AVERAGE($B$13337:$B$13338);4.080;Average;ScalarPlusMultiplier
3;110;=AVERAGE($B$13338:$B$13339);4.039;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13339:$B$13340);4.080;Average;ScalarPlusMultiplier
5;80;=AVERAGE($B$13340:$B$13341);4.161;Average;ScalarPlusMultiplier
6;90;=AVERAGE($B$13341:$B$13342);4.203;Average;ScalarPlusMultiplier
7;100;=AVERAGE($B$13342:$B$13343);4.203;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13343:$B$13344);4.203;Average;ScalarPlusMultiplier
9;80;=AVERAGE($B$13344:$B$13345);4.287;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13345:$B$13346);4.287;Average;ScalarPlusMultiplier
11;100;=AVERAGE($B$13346:$B$13347);4.287;Average;ScalarPlusMultiplier
12;110;=AVERAGE($B$13347:$B$13348);4.244;Average;ScalarPlusMultiplier
13;120;=AVERAGE($B$13348:$B$13349);4.159;Average;ScalarPlusMultiplier
14;100;=AVERAGE($B$13349:$B$13350);4.159;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13350:$B$13351);4.159;Average;ScalarPlusMultiplier
16;110;=AVERAGE($B$13351:$B$13352);4.118;Average;ScalarPlusMultiplier
17;90;=AVERAGE($B$13352:$B$13353);4.159;Average;ScalarPlusMultiplier
18;70;=AVERAGE($B$13353:$B$13354);4.346;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13354:$B$13355);4.346;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13355:$B$13356);4.346;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;80;=AVERAGE($B$13358:$B$13359);4.121;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13359:$B$13360);4.121;Average;ScalarPlusMultiplier
4;100;=AVERAGE($B$13360:$B$13361);4.121;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13361:$B$13362);4.162;Average;ScalarPlusMultiplier
6;90;=AVERAGE($B$13362:$B$13363);4.204;Average;ScalarPlusMultiplier
7;100;=AVERAGE($B$13363:$B$13364);4.204;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13364:$B$13365);4.204;Average;ScalarPlusMultiplier
9;100;=AVERAGE($B$13365:$B$13366);4.204;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13366:$B$13367);4.204;Average;ScalarPlusMultiplier
11;120;=AVERAGE($B$13367:$B$13368);4.120;Average;ScalarPlusMultiplier
12;110;=AVERAGE($B$13368:$B$13369);4.078;Average;ScalarPlusMultiplier
13;100;=AVERAGE($B$13369:$B$13370);4.078;Average;ScalarPlusMultiplier
14;90;=AVERAGE($B$13370:$B$13371);4.119;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13371:$B$13372);4.119;Average;ScalarPlusMultiplier
16;100;=AVERAGE($B$13372:$B$13373);4.119;Average;ScalarPlusMultiplier
17;110;=AVERAGE($B$13373:$B$13374);4.078;Average;ScalarPlusMultiplier
18;110;=AVERAGE($B$13374:$B$13375);4.037;Average;ScalarPlusMultiplier
19;110;=AVERAGE($B$13375:$B$13376);3.997;Average;ScalarPlusMultiplier
20;110;=AVERAGE($B$13376:$B$13377);3.957;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;90;=AVERAGE($B$13379:$B$13380);4.080;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13380:$B$13381);4.080;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13381:$B$13382);4.121;Average;ScalarPlusMultiplier
5;100;=AVERAGE($B$13382:$B$13383);4.121;Average;ScalarPlusMultiplier
6;100;=AVERAGE($B$13383:$B$13384);4.121;Average;ScalarPlusMultiplier
7;100;=AVERAGE($B$13384:$B$13385);4.121;Average;ScalarPlusMultiplier
8;110;=AVERAGE($B$13385:$B$13386);4.080;Average;ScalarPlusMultiplier
9;80;=AVERAGE($B$13386:$B$13387);4.162;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13387:$B$13388);4.162;Average;ScalarPlusMultiplier
11;100;=AVERAGE($B$13388:$B$13389);4.162;Average;ScalarPlusMultiplier
12;100;=AVERAGE($B$13389:$B$13390);4.162;Average;ScalarPlusMultiplier
13;110;=AVERAGE($B$13390:$B$13391);4.120;Average;ScalarPlusMultiplier
14;110;=AVERAGE($B$13391:$B$13392);4.079;Average;ScalarPlusMultiplier
15;120;=AVERAGE($B$13392:$B$13393);3.997;Average;ScalarPlusMultiplier
16;100;=AVERAGE($B$13393:$B$13394);3.997;Average;ScalarPlusMultiplier
17;90;=AVERAGE($B$13394:$B$13395);4.037;Average;ScalarPlusMultiplier
18;120;=AVERAGE($B$13395:$B$13396);3.956;Average;ScalarPlusMultiplier
19;110;=AVERAGE($B$13396:$B$13397);3.917;Average;ScalarPlusMultiplier
20;90;=AVERAGE($B$13397:$B$13398);3.956;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;80;=AVERAGE($B$13400:$B$13401);4.121;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13401:$B$13402);4.121;Average;ScalarPlusMultiplier
4;80;=AVERAGE($B$13402:$B$13403);4.203;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13403:$B$13404);4.245;Average;ScalarPlusMultiplier
6;80;=AVERAGE($B$13404:$B$13405);4.330;Average;ScalarPlusMultiplier
7;110;=AVERAGE($B$13405:$B$13406);4.287;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13406:$B$13407);4.287;Average;ScalarPlusMultiplier
9;90;=AVERAGE($B$13407:$B$13408);4.330;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13408:$B$13409);4.330;Average;ScalarPlusMultiplier
11;90;=AVERAGE($B$13409:$B$13410);4.373;Average;ScalarPlusMultiplier
12;110;=AVERAGE($B$13410:$B$13411);4.329;Average;ScalarPlusMultiplier
13;110;=AVERAGE($B$13411:$B$13412);4.286;Average;ScalarPlusMultiplier
14;110;=AVERAGE($B$13412:$B$13413);4.243;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13413:$B$13414);4.243;Average;ScalarPlusMultiplier
16;110;=AVERAGE($B$13414:$B$13415);4.201;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13415:$B$13416);4.201;Average;ScalarPlusMultiplier
18;100;=AVERAGE($B$13416:$B$13417);4.201;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13417:$B$13418);4.201;Average;ScalarPlusMultiplier
20;90;=AVERAGE($B$13418:$B$13419);4.243;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;100;100;4.000;Average;ScalarPlusMultiplier
2;90;=AVERAGE($B$13421:$B$13422);4.040;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13422:$B$13423);4.040;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13423:$B$13424);4.080;Average;ScalarPlusMultiplier
5;100;=AVERAGE($B$13424:$B$13425);4.080;Average;ScalarPlusMultiplier
6;100;=AVERAGE($B$13425:$B$13426);4.080;Average;ScalarPlusMultiplier
7;100;=AVERAGE($B$13426:$B$13427);4.080;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13427:$B$13428);4.080;Average;ScalarPlusMultiplier
9;90;=AVERAGE($B$13428:$B$13429);4.121;Average;ScalarPlusMultiplier
10;90;=AVERAGE($B$13429:$B$13430);4.162;Average;ScalarPlusMultiplier
11;100;=AVERAGE($B$13430:$B$13431);4.162;Average;ScalarPlusMultiplier
12;100;=AVERAGE($B$13431:$B$13432);4.162;Average;ScalarPlusMultiplier
13;90;=AVERAGE($B$13432:$B$13433);4.204;Average;ScalarPlusMultiplier
14;100;=AVERAGE($B$13433:$B$13434);4.204;Average;ScalarPlusMultiplier
15;110;=AVERAGE($B$13434:$B$13435);4.162;Average;ScalarPlusMultiplier
16;100;=AVERAGE($B$13435:$B$13436);4.162;Average;ScalarPlusMultiplier
17;90;=AVERAGE($B$13436:$B$13437);4.204;Average;ScalarPlusMultiplier
18;100;=AVERAGE($B$13437:$B$13438);4.204;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13438:$B$13439);4.204;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13439:$B$13440);4.204;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;70;70;4.180;Average;ScalarPlusMultiplier
2;110;=AVERAGE($B$13442:$B$13443);4.138;Average;ScalarPlusMultiplier
3;90;=AVERAGE($B$13443:$B$13444);4.180;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13444:$B$13445);4.221;Average;ScalarPlusMultiplier
5;100;=AVERAGE($B$13445:$B$13446);4.221;Average;ScalarPlusMultiplier
6;100;=AVERAGE($B$13446:$B$13447);4.221;Average;ScalarPlusMultiplier
7;90;=AVERAGE($B$13447:$B$13448);4.264;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13448:$B$13449);4.264;Average;ScalarPlusMultiplier
9;110;=AVERAGE($B$13449:$B$13450);4.221;Average;ScalarPlusMultiplier
10;110;=AVERAGE($B$13450:$B$13451);4.179;Average;ScalarPlusMultiplier
11;90;=AVERAGE($B$13451:$B$13452);4.221;Average;ScalarPlusMultiplier
12;110;=AVERAGE($B$13452:$B$13453);4.178;Average;ScalarPlusMultiplier
13;120;=AVERAGE($B$13453:$B$13454);4.095;Average;ScalarPlusMultiplier
14;110;=AVERAGE($B$13454:$B$13455);4.054;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13455:$B$13456);4.054;Average;ScalarPlusMultiplier
16;90;=AVERAGE($B$13456:$B$13457);4.094;Average;ScalarPlusMultiplier
17;80;=AVERAGE($B$13457:$B$13458);4.176;Average;ScalarPlusMultiplier
18;90;=AVERAGE($B$13458:$B$13459);4.218;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13459:$B$13460);4.218;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13460:$B$13461);4.218;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;100;100;4.000;Average;ScalarPlusMultiplier
2;100;=AVERAGE($B$13463:$B$13464);4.000;Average;ScalarPlusMultiplier
3;90;=AVERAGE($B$13464:$B$13465);4.040;Average;ScalarPlusMultiplier
4;100;=AVERAGE($B$13465:$B$13466);4.040;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13466:$B$13467);4.080;Average;ScalarPlusMultiplier
6;90;=AVERAGE($B$13467:$B$13468);4.121;Average;ScalarPlusMultiplier
7;100;=AVERAGE($B$13468:$B$13469);4.121;Average;ScalarPlusMultiplier
8;110;=AVERAGE($B$13469:$B$13470);4.080;Average;ScalarPlusMultiplier
9;100;=AVERAGE($B$13470:$B$13471);4.080;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13471:$B$13472);4.080;Average;ScalarPlusMultiplier
11;120;=AVERAGE($B$13472:$B$13473);3.998;Average;ScalarPlusMultiplier
12;100;=AVERAGE($B$13473:$B$13474);3.998;Average;ScalarPlusMultiplier
13;90;=AVERAGE($B$13474:$B$13475);4.038;Average;ScalarPlusMultiplier
14;110;=AVERAGE($B$13475:$B$13476);3.998;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13476:$B$13477);3.998;Average;ScalarPlusMultiplier
16;100;=AVERAGE($B$13477:$B$13478);3.998;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13478:$B$13479);3.998;Average;ScalarPlusMultiplier
18;100;=AVERAGE($B$13479:$B$13480);3.998;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13480:$B$13481);3.998;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13481:$B$13482);3.998;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;80;=AVERAGE($B$13484:$B$13485);4.121;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13485:$B$13486);4.121;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13486:$B$13487);4.162;Average;ScalarPlusMultiplier
5;80;=AVERAGE($B$13487:$B$13488);4.245;Average;ScalarPlusMultiplier
6;100;=AVERAGE($B$13488:$B$13489);4.245;Average;ScalarPlusMultiplier
7;90;=AVERAGE($B$13489:$B$13490);4.288;Average;ScalarPlusMultiplier
8;90;=AVERAGE($B$13490:$B$13491);4.331;Average;ScalarPlusMultiplier
9;110;=AVERAGE($B$13491:$B$13492);4.287;Average;ScalarPlusMultiplier
10;80;=AVERAGE($B$13492:$B$13493);4.373;Average;ScalarPlusMultiplier
11;100;=AVERAGE($B$13493:$B$13494);4.373;Average;ScalarPlusMultiplier
12;90;=AVERAGE($B$13494:$B$13495);4.417;Average;ScalarPlusMultiplier
13;100;=AVERAGE($B$13495:$B$13496);4.417;Average;ScalarPlusMultiplier
14;110;=AVERAGE($B$13496:$B$13497);4.373;Average;ScalarPlusMultiplier
15;80;=AVERAGE($B$13497:$B$13498);4.460;Average;ScalarPlusMultiplier
16;100;=AVERAGE($B$13498:$B$13499);4.460;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13499:$B$13500);4.460;Average;ScalarPlusMultiplier
18;90;=AVERAGE($B$13500:$B$13501);4.505;Average;ScalarPlusMultiplier
19;110;=AVERAGE($B$13501:$B$13502);4.460;Average;ScalarPlusMultiplier
20;80;=AVERAGE($B$13502:$B$13503);4.549;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;100;100;4.000;Average;ScalarPlusMultiplier
2;100;=AVERAGE($B$13505:$B$13506);4.000;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13506:$B$13507);4.000;Average;ScalarPlusMultiplier
4;100;=AVERAGE($B$13507:$B$13508);4.000;Average;ScalarPlusMultiplier
5;100;=AVERAGE($B$13508:$B$13509);4.000;Average;ScalarPlusMultiplier
6;100;=AVERAGE($B$13509:$B$13510);4.000;Average;ScalarPlusMultiplier
7;100;=AVERAGE($B$13510:$B$13511);4.000;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13511:$B$13512);4.000;Average;ScalarPlusMultiplier
9;90;=AVERAGE($B$13512:$B$13513);4.040;Average;ScalarPlusMultiplier
10;110;=AVERAGE($B$13513:$B$13514);4.000;Average;ScalarPlusMultiplier
11;90;=AVERAGE($B$13514:$B$13515);4.040;Average;ScalarPlusMultiplier
12;100;=AVERAGE($B$13515:$B$13516);4.040;Average;ScalarPlusMultiplier
13;90;=AVERAGE($B$13516:$B$13517);4.080;Average;ScalarPlusMultiplier
14;100;=AVERAGE($B$13517:$B$13518);4.080;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13518:$B$13519);4.080;Average;ScalarPlusMultiplier
16;110;=AVERAGE($B$13519:$B$13520);4.039;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13520:$B$13521);4.039;Average;ScalarPlusMultiplier
18;100;=AVERAGE($B$13521:$B$13522);4.039;Average;ScalarPlusMultiplier
19;90;=AVERAGE($B$13522:$B$13523);4.080;Average;ScalarPlusMultiplier
20;130;=AVERAGE($B$13523:$B$13524);3.896;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;90;=AVERAGE($B$13526:$B$13527);4.080;Average;ScalarPlusMultiplier
3;90;=AVERAGE($B$13527:$B$13528);4.121;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13528:$B$13529);4.162;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13529:$B$13530);4.204;Average;ScalarPlusMultiplier
6;90;=AVERAGE($B$13530:$B$13531);4.246;Average;ScalarPlusMultiplier
7;90;=AVERAGE($B$13531:$B$13532);4.289;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13532:$B$13533);4.289;Average;ScalarPlusMultiplier
9;110;=AVERAGE($B$13533:$B$13534);4.246;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13534:$B$13535);4.246;Average;ScalarPlusMultiplier
11;100;=AVERAGE($B$13535:$B$13536);4.246;Average;ScalarPlusMultiplier
12;100;=AVERAGE($B$13536:$B$13537);4.246;Average;ScalarPlusMultiplier
13;90;=AVERAGE($B$13537:$B$13538);4.288;Average;ScalarPlusMultiplier
14;110;=AVERAGE($B$13538:$B$13539);4.245;Average;ScalarPlusMultiplier
15;90;=AVERAGE($B$13539:$B$13540);4.288;Average;ScalarPlusMultiplier
16;110;=AVERAGE($B$13540:$B$13541);4.245;Average;ScalarPlusMultiplier
17;110;=AVERAGE($B$13541:$B$13542);4.202;Average;ScalarPlusMultiplier
18;90;=AVERAGE($B$13542:$B$13543);4.244;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13543:$B$13544);4.244;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13544:$B$13545);4.244;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;100;=AVERAGE($B$13547:$B$13548);4.040;Average;ScalarPlusMultiplier
3;90;=AVERAGE($B$13548:$B$13549);4.080;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13549:$B$13550);4.121;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13550:$B$13551);4.162;Average;ScalarPlusMultiplier
6;90;=AVERAGE($B$13551:$B$13552);4.204;Average;ScalarPlusMultiplier
7;90;=AVERAGE($B$13552:$B$13553);4.246;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13553:$B$13554);4.246;Average;ScalarPlusMultiplier
9;100;=AVERAGE($B$13554:$B$13555);4.246;Average;ScalarPlusMultiplier
10;90;=AVERAGE($B$13555:$B$13556);4.289;Average;ScalarPlusMultiplier
11;100;=AVERAGE($B$13556:$B$13557);4.289;Average;ScalarPlusMultiplier
12;110;=AVERAGE($B$13557:$B$13558);4.246;Average;ScalarPlusMultiplier
13;110;=AVERAGE($B$13558:$B$13559);4.203;Average;ScalarPlusMultiplier
14;90;=AVERAGE($B$13559:$B$13560);4.245;Average;ScalarPlusMultiplier
15;90;=AVERAGE($B$13560:$B$13561);4.288;Average;ScalarPlusMultiplier
16;110;=AVERAGE($B$13561:$B$13562);4.245;Average;ScalarPlusMultiplier
17;120;=AVERAGE($B$13562:$B$13563);4.160;Average;ScalarPlusMultiplier
18;110;=AVERAGE($B$13563:$B$13564);4.118;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13564:$B$13565);4.118;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13565:$B$13566);4.118;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;80;=AVERAGE($B$13568:$B$13569);4.121;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13569:$B$13570);4.121;Average;ScalarPlusMultiplier
4;90;=AVERAGE($B$13570:$B$13571);4.162;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13571:$B$13572);4.204;Average;ScalarPlusMultiplier
6;110;=AVERAGE($B$13572:$B$13573);4.162;Average;ScalarPlusMultiplier
7;100;=AVERAGE($B$13573:$B$13574);4.162;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13574:$B$13575);4.162;Average;ScalarPlusMultiplier
9;120;=AVERAGE($B$13575:$B$13576);4.078;Average;ScalarPlusMultiplier
10;120;=AVERAGE($B$13576:$B$13577);3.997;Average;ScalarPlusMultiplier
11;100;=AVERAGE($B$13577:$B$13578);3.997;Average;ScalarPlusMultiplier
12;100;=AVERAGE($B$13578:$B$13579);3.997;Average;ScalarPlusMultiplier
13;110;=AVERAGE($B$13579:$B$13580);3.957;Average;ScalarPlusMultiplier
14;110;=AVERAGE($B$13580:$B$13581);3.917;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13581:$B$13582);3.917;Average;ScalarPlusMultiplier
16;90;=AVERAGE($B$13582:$B$13583);3.956;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13583:$B$13584);3.956;Average;ScalarPlusMultiplier
18;80;=AVERAGE($B$13584:$B$13585);4.036;Average;ScalarPlusMultiplier
19;90;=AVERAGE($B$13585:$B$13586);4.076;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13586:$B$13587);4.076;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;100;100;4.000;Average;ScalarPlusMultiplier
2;90;=AVERAGE($B$13589:$B$13590);4.040;Average;ScalarPlusMultiplier
3;90;=AVERAGE($B$13590:$B$13591);4.080;Average;ScalarPlusMultiplier
4;100;=AVERAGE($B$13591:$B$13592);4.080;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13592:$B$13593);4.121;Average;ScalarPlusMultiplier
6;100;=AVERAGE($B$13593:$B$13594);4.121;Average;ScalarPlusMultiplier
7;90;=AVERAGE($B$13594:$B$13595);4.162;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13595:$B$13596);4.162;Average;ScalarPlusMultiplier
9;90;=AVERAGE($B$13596:$B$13597);4.204;Average;ScalarPlusMultiplier
10;90;=AVERAGE($B$13597:$B$13598);4.246;Average;ScalarPlusMultiplier
11;110;=AVERAGE($B$13598:$B$13599);4.204;Average;ScalarPlusMultiplier
12;110;=AVERAGE($B$13599:$B$13600);4.162;Average;ScalarPlusMultiplier
13;110;=AVERAGE($B$13600:$B$13601);4.120;Average;ScalarPlusMultiplier
14;90;=AVERAGE($B$13601:$B$13602);4.161;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13602:$B$13603);4.161;Average;ScalarPlusMultiplier
16;90;=AVERAGE($B$13603:$B$13604);4.203;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13604:$B$13605);4.203;Average;ScalarPlusMultiplier
18;100;=AVERAGE($B$13605:$B$13606);4.203;Average;ScalarPlusMultiplier
19;100;=AVERAGE($B$13606:$B$13607);4.203;Average;ScalarPlusMultiplier
20;100;=AVERAGE($B$13607:$B$13608);4.203;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;90;90;4.040;Average;ScalarPlusMultiplier
2;90;=AVERAGE($B$13610:$B$13611);4.080;Average;ScalarPlusMultiplier
3;100;=AVERAGE($B$13611:$B$13612);4.080;Average;ScalarPlusMultiplier
4;80;=AVERAGE($B$13612:$B$13613);4.162;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13613:$B$13614);4.204;Average;ScalarPlusMultiplier
6;110;=AVERAGE($B$13614:$B$13615);4.162;Average;ScalarPlusMultiplier
7;90;=AVERAGE($B$13615:$B$13616);4.203;Average;ScalarPlusMultiplier
8;90;=AVERAGE($B$13616:$B$13617);4.245;Average;ScalarPlusMultiplier
9;100;=AVERAGE($B$13617:$B$13618);4.245;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13618:$B$13619);4.245;Average;ScalarPlusMultiplier
11;110;=AVERAGE($B$13619:$B$13620);4.203;Average;ScalarPlusMultiplier
12;120;=AVERAGE($B$13620:$B$13621);4.119;Average;ScalarPlusMultiplier
13;90;=AVERAGE($B$13621:$B$13622);4.160;Average;ScalarPlusMultiplier
14;100;=AVERAGE($B$13622:$B$13623);4.160;Average;ScalarPlusMultiplier
15;90;=AVERAGE($B$13623:$B$13624);4.202;Average;ScalarPlusMultiplier
16;100;=AVERAGE($B$13624:$B$13625);4.202;Average;ScalarPlusMultiplier
17;100;=AVERAGE($B$13625:$B$13626);4.202;Average;ScalarPlusMultiplier
18;100;=AVERAGE($B$13626:$B$13627);4.202;Average;ScalarPlusMultiplier
19;90;=AVERAGE($B$13627:$B$13628);4.244;Average;ScalarPlusMultiplier
20;110;=AVERAGE($B$13628:$B$13629);4.201;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;80;80;4.080;Average;ScalarPlusMultiplier
2;90;=AVERAGE($B$13631:$B$13632);4.121;Average;ScalarPlusMultiplier
3;90;=AVERAGE($B$13632:$B$13633);4.162;Average;ScalarPlusMultiplier
4;100;=AVERAGE($B$13633:$B$13634);4.162;Average;ScalarPlusMultiplier
5;90;=AVERAGE($B$13634:$B$13635);4.204;Average;ScalarPlusMultiplier
6;90;=AVERAGE($B$13635:$B$13636);4.246;Average;ScalarPlusMultiplier
7;110;=AVERAGE($B$13636:$B$13637);4.203;Average;ScalarPlusMultiplier
8;100;=AVERAGE($B$13637:$B$13638);4.203;Average;ScalarPlusMultiplier
9;90;=AVERAGE($B$13638:$B$13639);4.245;Average;ScalarPlusMultiplier
10;100;=AVERAGE($B$13639:$B$13640);4.245;Average;ScalarPlusMultiplier
11;90;=AVERAGE($B$13640:$B$13641);4.288;Average;ScalarPlusMultiplier
12;90;=AVERAGE($B$13641:$B$13642);4.331;Average;ScalarPlusMultiplier
13;110;=AVERAGE($B$13642:$B$13643);4.287;Average;ScalarPlusMultiplier
14;90;=AVERAGE($B$13643:$B$13644);4.330;Average;ScalarPlusMultiplier
15;100;=AVERAGE($B$13644:$B$13645);4.330;Average;ScalarPlusMultiplier
16;110;=AVERAGE($B$13645:$B$13646);4.287;Average;ScalarPlusMultiplier
17;110;=AVERAGE($B$13646:$B$13647);4.244;Average;ScalarPlusMultiplier
18;100;=AVERAGE($B$13647:$B$13648);4.244;Average;ScalarPlusMultiplier
19;90;=AVERAGE($B$13648:$B$13649);4.286;Average;ScalarPlusMultiplier
20;90;=AVERAGE($B$13649:$B$13650);4.329;Average;ScalarPlusMultiplier
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;120;120;3.920;High;ScalarPlusMultiplier
2;110;=AVERAGE($B$13652:$B$13653);3.881;High;ScalarPlusMultiplier
